table_name,policy_name,permissive,roles,cmd,using_expr,with_check_expr
okv_migration_history,Admins read okv migration history,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'admin'::app_role)",""
org_head_config,org_head_config writeable by admin/hr_pms,PERMISSIVE,authenticated,ALL,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))","(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))"
org_head_config,org_head_config readable by authenticated,PERMISSIVE,authenticated,SELECT,true,""
org_kpi_data_entry_logs,Authenticated users can insert audit logs,PERMISSIVE,public,INSERT,"",(auth.uid() = performed_by)
org_kpi_data_entry_logs,Admins and data owners can view audit logs,PERMISSIVE,public,SELECT,"((EXISTS ( SELECT 1
   FROM user_roles
  WHERE ((user_roles.user_id = auth.uid()) AND (user_roles.role = 'admin'::app_role)))) OR (performed_by = auth.uid()) OR (EXISTS ( SELECT 1
   FROM org_kpi_data_owners
  WHERE ((org_kpi_data_owners.owner_id = auth.uid()) AND (org_kpi_data_owners.category_id = org_kpi_data_entry_logs.category_id) AND (org_kpi_data_owners.kra_name = org_kpi_data_entry_logs.kra_name) AND (org_kpi_data_owners.kpi_name = org_kpi_data_entry_logs.kpi_name)))))",""
org_kpi_data_owners,Admins can manage org_kpi_data_owners,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
org_kpi_data_owners,Authenticated users can read org_kpi_data_owners,PERMISSIVE,authenticated,SELECT,true,""
org_kpi_owner_key_backup,Admins can read owner key backup,PERMISSIVE,public,SELECT,"has_role(auth.uid(), 'admin'::app_role)",""
org_kpi_owner_key_backup_2026_05,Admins read org_kpi_owner_key_backup_2026_05,PERMISSIVE,public,SELECT,"has_role(auth.uid(), 'admin'::app_role)",""
org_kpi_owner_key_backup_2026_06,Admins can read owner key backup 2026-06,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'admin'::app_role)",""
org_kpi_value_history,Admins or data owners can insert org kpi value history,PERMISSIVE,authenticated,INSERT,"","(has_role(auth.uid(), 'admin'::app_role) OR (EXISTS ( SELECT 1
   FROM org_kpi_data_owners o
  WHERE ((o.owner_id = auth.uid()) AND (o.category_id = org_kpi_value_history.category_id) AND (normalize_kpi_text(o.kra_name) = normalize_kpi_text(org_kpi_value_history.kra_name)) AND (normalize_kpi_text(o.kpi_name) = normalize_kpi_text(org_kpi_value_history.kpi_name))))))"
org_kpi_value_history,Admins can view org kpi value history,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'admin'::app_role)",""
org_kpi_values,Admins can manage org_kpi_values,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
org_kpi_values,Data owners can insert their assigned org_kpi_values,PERMISSIVE,public,INSERT,"","(has_role(auth.uid(), 'admin'::app_role) OR (EXISTS ( SELECT 1
   FROM org_kpi_data_owners o
  WHERE ((o.owner_id = auth.uid()) AND (o.category_id = org_kpi_values.category_id) AND (normalize_kpi_text(o.kra_name) = normalize_kpi_text(org_kpi_values.kra_name)) AND (normalize_kpi_text(o.kpi_name) = normalize_kpi_text(org_kpi_values.kpi_name))))))"
org_kpi_values,Authenticated users can view org_kpi_values,PERMISSIVE,authenticated,SELECT,true,""
org_kpi_values,Data owners can update their assigned org_kpi_values,PERMISSIVE,public,UPDATE,"(has_role(auth.uid(), 'admin'::app_role) OR (EXISTS ( SELECT 1
   FROM org_kpi_data_owners o
  WHERE ((o.owner_id = auth.uid()) AND (o.category_id = org_kpi_values.category_id) AND (normalize_kpi_text(o.kra_name) = normalize_kpi_text(org_kpi_values.kra_name)) AND (normalize_kpi_text(o.kpi_name) = normalize_kpi_text(org_kpi_values.kpi_name))))))",""
password_rollout_logs,Admins can insert rollout logs,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
password_rollout_logs,Admins can view rollout logs,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'admin'::app_role)",""
performance_improvement_plans,Admin can delete PIPs,PERMISSIVE,public,DELETE,"has_role(auth.uid(), 'admin'::app_role)",""
performance_improvement_plans,Managers can create PIPs for team,PERMISSIVE,public,INSERT,"","(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'management'::app_role) OR (has_role(auth.uid(), 'manager'::app_role) AND (EXISTS ( SELECT 1
   FROM profiles p
  WHERE ((p.id = performance_improvement_plans.employee_id) AND (p.reporting_manager_id = auth.uid()))))))"
performance_improvement_plans,Admin and Management can view all PIPs,PERMISSIVE,public,SELECT,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'management'::app_role))",""
performance_improvement_plans,Employees can view their own PIPs,PERMISSIVE,public,SELECT,(auth.uid() = employee_id),""
performance_improvement_plans,Managers can view PIPs they initiated,PERMISSIVE,public,SELECT,(auth.uid() = initiated_by),""
performance_improvement_plans,Managers can view team PIPs,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM profiles p
  WHERE ((p.id = performance_improvement_plans.employee_id) AND (p.reporting_manager_id = auth.uid()))))",""
performance_improvement_plans,Authorized users can update PIPs,PERMISSIVE,public,UPDATE,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'management'::app_role) OR (auth.uid() = initiated_by))",""
performance_reviews,Admins can manage all reviews,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
performance_reviews,Admins and auditors can view all reviews,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'auditor'::app_role))",""
performance_reviews,Employees can view their own reviews,PERMISSIVE,authenticated,SELECT,(employee_id = auth.uid()),""
performance_reviews,HR PMS can view all reviews,PERMISSIVE,public,SELECT,"has_role(auth.uid(), 'hr_pms'::app_role)",""
performance_reviews,Management can view all reviews,PERMISSIVE,public,SELECT,"has_role(auth.uid(), 'management'::app_role)",""
performance_reviews,Managers can view their reports' reviews,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'manager'::app_role) AND (EXISTS ( SELECT 1
   FROM profiles
  WHERE ((profiles.id = performance_reviews.employee_id) AND (profiles.reporting_manager_id = auth.uid())))))",""
performance_reviews,Skip-level managers can view reports reviews,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM profiles p
  WHERE ((p.id = performance_reviews.employee_id) AND (get_skip_level_manager(p.id) = auth.uid()))))",""
performance_reviews,Auditors can update reviews,PERMISSIVE,authenticated,UPDATE,"has_role(auth.uid(), 'auditor'::app_role)",""
performance_reviews,Management can update reviews,PERMISSIVE,public,UPDATE,"has_role(auth.uid(), 'management'::app_role)",""
performance_reviews,Managers can update their reports' reviews,PERMISSIVE,authenticated,UPDATE,"(has_role(auth.uid(), 'manager'::app_role) AND (EXISTS ( SELECT 1
   FROM profiles
  WHERE ((profiles.id = performance_reviews.employee_id) AND (profiles.reporting_manager_id = auth.uid())))))",""
pip_audit_logs,Admins can insert audit logs,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
pip_audit_logs,Users can view audit logs of accessible PIPs,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM performance_improvement_plans pip
  WHERE ((pip.id = pip_audit_logs.pip_id) AND ((pip.employee_id = auth.uid()) OR (pip.initiated_by = auth.uid()) OR has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'management'::app_role) OR has_role(auth.uid(), 'auditor'::app_role)))))",""
pip_milestones,Admin can delete milestones,PERMISSIVE,public,DELETE,"has_role(auth.uid(), 'admin'::app_role)",""
pip_milestones,Managers can manage milestones,PERMISSIVE,public,INSERT,"","(EXISTS ( SELECT 1
   FROM performance_improvement_plans pip
  WHERE ((pip.id = pip_milestones.pip_id) AND ((pip.initiated_by = auth.uid()) OR has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'management'::app_role)))))"
pip_milestones,Users can view milestones of accessible PIPs,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM performance_improvement_plans pip
  WHERE ((pip.id = pip_milestones.pip_id) AND ((pip.employee_id = auth.uid()) OR (pip.initiated_by = auth.uid()) OR has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'management'::app_role) OR (EXISTS ( SELECT 1
           FROM profiles p
          WHERE ((p.id = pip.employee_id) AND (p.reporting_manager_id = auth.uid()))))))))",""
pip_milestones,Managers can update milestones,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM performance_improvement_plans pip
  WHERE ((pip.id = pip_milestones.pip_id) AND ((pip.initiated_by = auth.uid()) OR has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'management'::app_role)))))",""
pms_evidence_compression_jobs,Admins manage compression jobs,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
pms_grades,Admins can manage pms_grades,PERMISSIVE,public,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
pms_grades,Authenticated users can view pms_grades,PERMISSIVE,authenticated,SELECT,true,""
privacy_consent_settings,Platform owners manage privacy consent settings,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'platform_owner'::app_role)","has_role(auth.uid(), 'platform_owner'::app_role)"
privacy_consent_settings,Authenticated can read privacy consent settings,PERMISSIVE,authenticated,SELECT,true,""
production_daily_entries,Admins and menu-override users can manage daily entries,PERMISSIVE,authenticated,ALL,"(has_role(auth.uid(), 'admin'::app_role) OR has_menu_access_override(auth.uid(), 'incentive-config'::text))","(has_role(auth.uid(), 'admin'::app_role) OR has_menu_access_override(auth.uid(), 'incentive-config'::text))"
production_daily_entries,Incentive data entry users can manage daily entries,PERMISSIVE,authenticated,ALL,"has_menu_access_override(auth.uid(), 'admin-incentive-data'::text)","has_menu_access_override(auth.uid(), 'admin-incentive-data'::text)"
production_daily_entries,Authenticated users can read daily entries,PERMISSIVE,authenticated,SELECT,true,""
production_targets,Admins can manage production targets,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
production_targets,Menu override users can delete production targets,PERMISSIVE,authenticated,DELETE,"has_menu_access_override(auth.uid(), 'admin-incentive'::text)",""
production_targets,Menu override users can insert production targets,PERMISSIVE,authenticated,INSERT,"","has_menu_access_override(auth.uid(), 'admin-incentive'::text)"
production_targets,Authenticated users can read production targets,PERMISSIVE,authenticated,SELECT,true,""
production_targets,Menu override users can update production targets,PERMISSIVE,authenticated,UPDATE,"has_menu_access_override(auth.uid(), 'admin-incentive'::text)","has_menu_access_override(auth.uid(), 'admin-incentive'::text)"
profiles,Admins can manage all profiles,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
profiles,Admins can view all profiles,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'admin'::app_role)",""
profiles,Annual review directory reviewers can view scoped profiles,PERMISSIVE,authenticated,SELECT,can_view_profile_for_annual_review_directory(id),""
profiles,Annual review reviewers can view reviewee profiles,PERMISSIVE,public,SELECT,is_annual_review_reviewer_for_profile(id),""
profiles,Audit reviewers can view org kpi employee profiles,PERMISSIVE,authenticated,SELECT,is_org_kpi_audit_employee(id),""
profiles,Auditors can view all profiles,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'auditor'::app_role)",""
profiles,Data owners can view org kpi employee profiles,PERMISSIVE,authenticated,SELECT,"is_data_owner_for_employee(id, auth.uid())",""
profiles,HR PMS can view all profiles,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'hr_pms'::app_role)",""
profiles,Management can view all profiles,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'management'::app_role)",""
profiles,Managers can view skip-level reports,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'manager'::app_role) AND (reporting_manager_id IN ( SELECT get_direct_report_ids(auth.uid()) AS get_direct_report_ids)))",""
profiles,Managers can view their direct reports,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'manager'::app_role) AND (reporting_manager_id = auth.uid()))",""
profiles,Org KPI data owners can view their mapped employee profiles,PERMISSIVE,authenticated,SELECT,is_org_kpi_data_owner_for_profile(id),""
profiles,Profile-granted users can view scoped profiles,PERMISSIVE,authenticated,SELECT,"(has_profile_menu_access(auth.uid(), 'admin-users'::text, 'view'::text) AND user_mgmt_can_see_employee(auth.uid(), id))",""
profiles,Report override users can view all profiles,PERMISSIVE,authenticated,SELECT,has_report_access_override(auth.uid()),""
profiles,Safety admins can view active profiles for role grants,PERMISSIVE,authenticated,SELECT,"((is_active = true) AND has_safety_role(auth.uid(), 'admin'::safety_app_role))",""
profiles,Safety roles can view scoped active profiles,PERMISSIVE,authenticated,SELECT,"((is_active = true) AND can_view_profile_for_safety(auth.uid(), id))",""
profiles,Users can view their own profile,PERMISSIVE,authenticated,SELECT,(auth.uid() = id),""
profiles,Profile-granted users can update profiles,PERMISSIVE,authenticated,UPDATE,"(has_menu_right(auth.uid(), 'admin-users'::text, 'update'::text) AND user_mgmt_can_see_employee(auth.uid(), id))","(has_menu_right(auth.uid(), 'admin-users'::text, 'update'::text) AND user_mgmt_can_see_employee(auth.uid(), id))"
profiles,Users can update their own profile,PERMISSIVE,public,UPDATE,(auth.uid() = id),((auth.uid() = id) AND (NOT ((_self_profile_locked_snapshot()).reporting_manager_id IS DISTINCT FROM reporting_manager_id)) AND (NOT ((_self_profile_locked_snapshot()).department_id IS DISTINCT FROM department_id)) AND (NOT ((_self_profile_locked_snapshot()).pms_grade IS DISTINCT FROM pms_grade)) AND (NOT ((_self_profile_locked_snapshot()).employment_status IS DISTINCT FROM employment_status)) AND (NOT ((_self_profile_locked_snapshot()).is_active IS DISTINCT FROM is_active)) AND (NOT ((_self_profile_locked_snapshot()).portal_access IS DISTINCT FROM portal_access)) AND (NOT ((_self_profile_locked_snapshot()).confirmation_increment_granted IS DISTINCT FROM confirmation_increment_granted)) AND (NOT ((_self_profile_locked_snapshot()).company_id IS DISTINCT FROM company_id)) AND (NOT ((_self_profile_locked_snapshot()).designation IS DISTINCT FROM designation)) AND (NOT ((_self_profile_locked_snapshot()).employee_code IS DISTINCT FROM employee_code)) AND (NOT ((_self_profile_locked_snapshot()).level_id IS DISTINCT FROM level_id)) AND (NOT ((_self_profile_locked_snapshot()).location_id IS DISTINCT FROM location_id)) AND (NOT ((_self_profile_locked_snapshot()).functional_manager_id IS DISTINCT FROM functional_manager_id)) AND (NOT ((_self_profile_locked_snapshot()).designated_proxy_user_id IS DISTINCT FROM designated_proxy_user_id)))
registry_suggestion_dismissals,Admins can delete suggestion dismissals,PERMISSIVE,authenticated,DELETE,"has_role(auth.uid(), 'admin'::app_role)",""
registry_suggestion_dismissals,Admins can insert suggestion dismissals,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
registry_suggestion_dismissals,Admins can read suggestion dismissals,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'admin'::app_role)",""
report_access_config,Admins can delete report access config,PERMISSIVE,authenticated,DELETE,"has_role(auth.uid(), 'admin'::app_role)",""
report_access_config,Admins can insert report access config,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
report_access_config,Authenticated can view report access config,PERMISSIVE,authenticated,SELECT,true,""
report_access_config,Admins can update report access config,PERMISSIVE,authenticated,UPDATE,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
report_access_user_overrides,Admins can delete report user overrides,PERMISSIVE,authenticated,DELETE,"has_role(auth.uid(), 'admin'::app_role)",""
report_access_user_overrides,Admins can insert report user overrides,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
report_access_user_overrides,Admins and HR PMS can view report user overrides,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role) OR (user_id = auth.uid()))",""
report_access_user_overrides,Admins can update report user overrides,PERMISSIVE,authenticated,UPDATE,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
report_field_override_audit,report_field_override_audit insert,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
report_field_override_audit,report_field_override_audit admin read,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'admin'::app_role)",""
report_field_overrides,report_field_overrides admin write,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
report_field_overrides,report_field_overrides read,PERMISSIVE,authenticated,SELECT,true,""
report_field_registry,report_field_registry admin write,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
report_field_registry,report_field_registry read,PERMISSIVE,authenticated,SELECT,true,""
report_registry,report_registry admin write,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
report_registry,report_registry read,PERMISSIVE,authenticated,SELECT,true,""
report_registry_v2,report_registry_v2_write,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'platform_owner'::app_role)","has_role(auth.uid(), 'platform_owner'::app_role)"
report_registry_v2,report_registry_v2_read,PERMISSIVE,authenticated,SELECT,true,""
retention_policies,retention_policies_write_platform_owner,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'platform_owner'::app_role)","has_role(auth.uid(), 'platform_owner'::app_role)"
retention_policies,retention_policies_read_authenticated,PERMISSIVE,authenticated,SELECT,true,""
review_action_notes,ran_delete,PERMISSIVE,authenticated,DELETE,"review_note_role_can('delete'::text, auth.uid())",""
review_action_notes,ran_insert,PERMISSIVE,authenticated,INSERT,"","(review_note_role_can('create'::text, auth.uid()) AND (created_by = auth.uid()))"
review_action_notes,ran_select,PERMISSIVE,authenticated,SELECT,"(review_note_role_can('view'::text, auth.uid()) OR (review_note_role_can('view_own_subject'::text, auth.uid()) AND (subject_employee_id = auth.uid())) OR (created_by = auth.uid()) OR (assignee_id = auth.uid()))",""
review_action_notes,ran_update,PERMISSIVE,authenticated,UPDATE,"(review_note_role_can('edit'::text, auth.uid()) OR (assignee_id = auth.uid()))","(review_note_role_can('edit'::text, auth.uid()) OR (assignee_id = auth.uid()))"
review_period_audit_log,Admins can insert audit log,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
review_period_audit_log,rpal_select_admin_hr,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))",""
review_period_auto_rules,Admins can manage auto rules,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
review_period_auto_rules,Authenticated users can view auto rules,PERMISSIVE,authenticated,SELECT,true,""
review_period_locks,Admins can delete locks,PERMISSIVE,authenticated,DELETE,"has_role(auth.uid(), 'admin'::app_role)",""
review_period_locks,Admins can insert locks,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
review_period_locks,Authenticated users can view locks,PERMISSIVE,authenticated,SELECT,true,""
review_period_locks,Admins can update locks,PERMISSIVE,authenticated,UPDATE,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
review_period_stages,Admins can insert stages,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
review_period_stages,Authenticated users can view stages,PERMISSIVE,authenticated,SELECT,true,""
review_period_stages,Admins can update stages,PERMISSIVE,authenticated,UPDATE,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
review_periods,Admins can manage review_periods,PERMISSIVE,public,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
review_periods,Authenticated users can view review_periods,PERMISSIVE,authenticated,SELECT,true,""
review_submissions,Admins can manage all submissions,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
review_submissions,Data owners can insert org-level submissions,PERMISSIVE,authenticated,INSERT,"","(EXISTS ( SELECT 1
   FROM (kpis k
     JOIN org_kpi_data_owners o ON (((o.category_id = k.category_id) AND (normalize_kpi_text(o.kra_name) = normalize_kpi_text(k.kra_name)) AND (normalize_kpi_text(o.kpi_name) = normalize_kpi_text(k.kpi_name)))))
  WHERE ((k.id = review_submissions.kpi_id) AND (k.is_org_level = true) AND (o.owner_id = auth.uid()))))"
review_submissions,Employees can create their own submissions,PERMISSIVE,authenticated,INSERT,"","((EXISTS ( SELECT 1
   FROM kpis k
  WHERE ((k.id = review_submissions.kpi_id) AND (k.employee_id = auth.uid()) AND (k.status = 'self_review'::review_status)))) AND (manager_score IS NULL) AND (manager_rating IS NULL) AND (manager_remarks IS NULL) AND (manager_evidence_url IS NULL) AND (manager_achieved_value IS NULL) AND (auditor_score IS NULL) AND (auditor_rating IS NULL) AND (auditor_remarks IS NULL) AND (auditor_evidence_url IS NULL) AND (auditor_achieved_value IS NULL) AND (management_score IS NULL) AND (management_rating IS NULL) AND (management_remarks IS NULL) AND (management_evidence_url IS NULL) AND (management_achieved_value IS NULL) AND (final_score IS NULL) AND (final_rating IS NULL))"
review_submissions,Admins and auditors can view all submissions,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'auditor'::app_role))",""
review_submissions,Data owners can view org-level submissions,PERMISSIVE,authenticated,SELECT,"(EXISTS ( SELECT 1
   FROM (kpis k
     JOIN org_kpi_data_owners o ON (((o.category_id = k.category_id) AND (normalize_kpi_text(o.kra_name) = normalize_kpi_text(k.kra_name)) AND (normalize_kpi_text(o.kpi_name) = normalize_kpi_text(k.kpi_name)))))
  WHERE ((k.id = review_submissions.kpi_id) AND (k.is_org_level = true) AND (o.owner_id = auth.uid()))))",""
review_submissions,Employees can view their own submissions,PERMISSIVE,authenticated,SELECT,"(EXISTS ( SELECT 1
   FROM kpis
  WHERE ((kpis.id = review_submissions.kpi_id) AND (kpis.employee_id = auth.uid()))))",""
review_submissions,FM can view review_submissions of mapped employees,PERMISSIVE,authenticated,SELECT,"(EXISTS ( SELECT 1
   FROM kpis k
  WHERE ((k.id = review_submissions.kpi_id) AND is_functional_manager_of(k.employee_id))))",""
review_submissions,HR PMS can view all submissions,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'hr_pms'::app_role)",""
review_submissions,Management can view all submissions,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'management'::app_role)",""
review_submissions,Managers can view their reports' submissions,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'manager'::app_role) AND (EXISTS ( SELECT 1
   FROM (kpis k
     JOIN profiles p ON ((k.employee_id = p.id)))
  WHERE ((k.id = review_submissions.kpi_id) AND (p.reporting_manager_id = auth.uid())))))",""
review_submissions,Report override users can view all submissions,PERMISSIVE,authenticated,SELECT,has_report_access_override(auth.uid()),""
review_submissions,Skip-level managers can view reports submissions,PERMISSIVE,authenticated,SELECT,"(EXISTS ( SELECT 1
   FROM (kpis k
     JOIN profiles p ON ((k.employee_id = p.id)))
  WHERE ((k.id = review_submissions.kpi_id) AND (get_skip_level_manager(p.id) = auth.uid()))))",""
review_submissions,Admin can update submissions,PERMISSIVE,authenticated,UPDATE,"has_role(auth.uid(), 'admin'::app_role)",""
review_submissions,Auditors can update submissions,PERMISSIVE,authenticated,UPDATE,"has_role(auth.uid(), 'auditor'::app_role)",""
review_submissions,Data owners can update org-level submissions,PERMISSIVE,authenticated,UPDATE,"(EXISTS ( SELECT 1
   FROM (kpis k
     JOIN org_kpi_data_owners o ON (((o.category_id = k.category_id) AND (normalize_kpi_text(o.kra_name) = normalize_kpi_text(k.kra_name)) AND (normalize_kpi_text(o.kpi_name) = normalize_kpi_text(k.kpi_name)))))
  WHERE ((k.id = review_submissions.kpi_id) AND (k.is_org_level = true) AND (o.owner_id = auth.uid()))))","(EXISTS ( SELECT 1
   FROM (kpis k
     JOIN org_kpi_data_owners o ON (((o.category_id = k.category_id) AND (normalize_kpi_text(o.kra_name) = normalize_kpi_text(k.kra_name)) AND (normalize_kpi_text(o.kpi_name) = normalize_kpi_text(k.kpi_name)))))
  WHERE ((k.id = review_submissions.kpi_id) AND (k.is_org_level = true) AND (o.owner_id = auth.uid()))))"
review_submissions,Employees can update self review fields,PERMISSIVE,authenticated,UPDATE,"(EXISTS ( SELECT 1
   FROM kpis k
  WHERE ((k.id = review_submissions.kpi_id) AND (k.employee_id = auth.uid()) AND (k.status = 'self_review'::review_status))))","(EXISTS ( SELECT 1
   FROM kpis k
  WHERE ((k.id = review_submissions.kpi_id) AND (k.employee_id = auth.uid()) AND (k.status = 'self_review'::review_status))))"
review_submissions,FM can update review_submissions on FM stage,PERMISSIVE,authenticated,UPDATE,"(EXISTS ( SELECT 1
   FROM kpis k
  WHERE ((k.id = review_submissions.kpi_id) AND is_functional_manager_of(k.employee_id) AND (k.status = 'functional_manager_check'::review_status))))","(EXISTS ( SELECT 1
   FROM kpis k
  WHERE ((k.id = review_submissions.kpi_id) AND is_functional_manager_of(k.employee_id))))"
review_submissions,HR PMS can update submissions during review,PERMISSIVE,authenticated,UPDATE,"has_role(auth.uid(), 'hr_pms'::app_role)",""
review_submissions,Management can update submissions during review,PERMISSIVE,authenticated,UPDATE,"(has_role(auth.uid(), 'management'::app_role) AND (EXISTS ( SELECT 1
   FROM kpis k
  WHERE ((k.id = review_submissions.kpi_id) AND (k.status = 'management_review'::review_status)))))",""
review_submissions,Managers can update their reports' submissions,PERMISSIVE,authenticated,UPDATE,"(has_role(auth.uid(), 'manager'::app_role) AND (EXISTS ( SELECT 1
   FROM (kpis k
     JOIN profiles p ON ((k.employee_id = p.id)))
  WHERE ((k.id = review_submissions.kpi_id) AND (p.reporting_manager_id = auth.uid())))))",""
review_submissions,Skip-level managers can update reports submissions,PERMISSIVE,authenticated,UPDATE,"(EXISTS ( SELECT 1
   FROM (kpis k
     JOIN profiles p ON ((k.employee_id = p.id)))
  WHERE ((k.id = review_submissions.kpi_id) AND (get_skip_level_manager(p.id) = auth.uid()))))",""
safety_asset_calibrations,p_cal_write,PERMISSIVE,authenticated,ALL,"(has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, NULL::uuid))","(has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, NULL::uuid))"
safety_asset_calibrations,p_cal_read,PERMISSIVE,authenticated,SELECT,"(EXISTS ( SELECT 1
   FROM safety_assets a
  WHERE ((a.id = safety_asset_calibrations.asset_id) AND (has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, a.business_unit_id) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, a.business_unit_id) OR has_safety_role(auth.uid(), 'bu_head'::safety_app_role, a.business_unit_id) OR has_safety_role(auth.uid(), 'auditor'::safety_app_role, a.business_unit_id)))))",""
