table_name,index_name,definition
safety_incident_sla_rules,uq_safety_sla_rules_active_any_priority_legacy,"CREATE UNIQUE INDEX uq_safety_sla_rules_active_any_priority_legacy ON public.safety_incident_sla_rules USING btree (incident_type, severity) WHERE (is_active AND (priority IS NULL) AND ((incident_type_id IS NULL) OR (severity_id IS NULL)))"
safety_incident_sla_rules,uq_safety_sla_rules_active_specific,"CREATE UNIQUE INDEX uq_safety_sla_rules_active_specific ON public.safety_incident_sla_rules USING btree (incident_type_id, severity_id, priority) WHERE (is_active AND (priority IS NOT NULL) AND (incident_type_id IS NOT NULL) AND (severity_id IS NOT NULL))"
safety_incident_sla_rules,uq_safety_sla_rules_active_specific_legacy,"CREATE UNIQUE INDEX uq_safety_sla_rules_active_specific_legacy ON public.safety_incident_sla_rules USING btree (incident_type, severity, priority) WHERE (is_active AND (priority IS NOT NULL) AND ((incident_type_id IS NULL) OR (severity_id IS NULL)))"
safety_incident_timeline,idx_safety_timeline_incident,"CREATE INDEX idx_safety_timeline_incident ON public.safety_incident_timeline USING btree (incident_id, created_at)"
safety_incident_timeline,safety_incident_timeline_pkey,CREATE UNIQUE INDEX safety_incident_timeline_pkey ON public.safety_incident_timeline USING btree (id)
safety_incident_types,safety_incident_types_code_key,CREATE UNIQUE INDEX safety_incident_types_code_key ON public.safety_incident_types USING btree (code)
safety_incident_types,safety_incident_types_pkey,CREATE UNIQUE INDEX safety_incident_types_pkey ON public.safety_incident_types USING btree (id)
safety_incidents,idx_safety_incidents_actual_reporter,CREATE INDEX idx_safety_incidents_actual_reporter ON public.safety_incidents USING btree (actual_reporter_id)
safety_incidents,idx_safety_incidents_assigned,CREATE INDEX idx_safety_incidents_assigned ON public.safety_incidents USING btree (assigned_to)
safety_incidents,idx_safety_incidents_assigned_status,"CREATE INDEX idx_safety_incidents_assigned_status ON public.safety_incidents USING btree (assigned_to, status) WHERE (status <> 'closed'::safety_incident_status)"
safety_incidents,idx_safety_incidents_bu,CREATE INDEX idx_safety_incidents_bu ON public.safety_incidents USING btree (business_unit_id)
safety_incidents,idx_safety_incidents_close_due,CREATE INDEX idx_safety_incidents_close_due ON public.safety_incidents USING btree (close_due_at)
safety_incidents,idx_safety_incidents_duplicate_of,CREATE INDEX idx_safety_incidents_duplicate_of ON public.safety_incidents USING btree (duplicate_of_id) WHERE (duplicate_of_id IS NOT NULL)
safety_incidents,idx_safety_incidents_reporter,CREATE INDEX idx_safety_incidents_reporter ON public.safety_incidents USING btree (reporter_id)
safety_incidents,idx_safety_incidents_safety_head_id,CREATE INDEX idx_safety_incidents_safety_head_id ON public.safety_incidents USING btree (safety_head_id)
safety_incidents,idx_safety_incidents_status,CREATE INDEX idx_safety_incidents_status ON public.safety_incidents USING btree (status)
safety_incidents,idx_safety_incidents_verifier_id,CREATE INDEX idx_safety_incidents_verifier_id ON public.safety_incidents USING btree (verifier_id)
safety_incidents,safety_incidents_incident_number_key,CREATE UNIQUE INDEX safety_incidents_incident_number_key ON public.safety_incidents USING btree (incident_number)
safety_incidents,safety_incidents_pkey,CREATE UNIQUE INDEX safety_incidents_pkey ON public.safety_incidents USING btree (id)
safety_incidents,uq_safety_incident_client,"CREATE UNIQUE INDEX uq_safety_incident_client ON public.safety_incidents USING btree (reporter_id, client_submission_id)"
safety_master_data,idx_safety_master_data_category,"CREATE INDEX idx_safety_master_data_category ON public.safety_master_data USING btree (category, is_active, sort_order)"
safety_master_data,safety_master_data_pkey,CREATE UNIQUE INDEX safety_master_data_pkey ON public.safety_master_data USING btree (id)
safety_master_data,safety_master_data_unique_code,"CREATE UNIQUE INDEX safety_master_data_unique_code ON public.safety_master_data USING btree (category, code)"
safety_module_access,idx_safety_module_access_user,CREATE INDEX idx_safety_module_access_user ON public.safety_module_access USING btree (user_id)
safety_module_access,safety_module_access_pkey,CREATE UNIQUE INDEX safety_module_access_pkey ON public.safety_module_access USING btree (user_id)
safety_notifications,idx_safety_notifications_incident,CREATE INDEX idx_safety_notifications_incident ON public.safety_notifications USING btree (incident_id)
safety_notifications,idx_safety_notifications_recipient_unread,"CREATE INDEX idx_safety_notifications_recipient_unread ON public.safety_notifications USING btree (recipient_id, is_read, created_at DESC)"
safety_notifications,safety_notifications_pkey,CREATE UNIQUE INDEX safety_notifications_pkey ON public.safety_notifications USING btree (id)
safety_permission_keys,safety_permission_keys_pkey,CREATE UNIQUE INDEX safety_permission_keys_pkey ON public.safety_permission_keys USING btree (key)
safety_permit_approvals,idx_permit_approvals_permit,CREATE INDEX idx_permit_approvals_permit ON public.safety_permit_approvals USING btree (permit_id)
safety_permit_approvals,idx_permit_approvals_role,CREATE INDEX idx_permit_approvals_role ON public.safety_permit_approvals USING btree (approver_role) WHERE (decision IS NULL)
safety_permit_approvals,safety_permit_approvals_permit_id_level_key,"CREATE UNIQUE INDEX safety_permit_approvals_permit_id_level_key ON public.safety_permit_approvals USING btree (permit_id, level)"
safety_permit_approvals,safety_permit_approvals_pkey,CREATE UNIQUE INDEX safety_permit_approvals_pkey ON public.safety_permit_approvals USING btree (id)
safety_permit_evidence,safety_permit_evidence_pkey,CREATE UNIQUE INDEX safety_permit_evidence_pkey ON public.safety_permit_evidence USING btree (id)
safety_permit_hira,safety_permit_hira_pkey,CREATE UNIQUE INDEX safety_permit_hira_pkey ON public.safety_permit_hira USING btree (id)
safety_permit_loto_steps,safety_permit_loto_steps_permit_id_step_no_key,"CREATE UNIQUE INDEX safety_permit_loto_steps_permit_id_step_no_key ON public.safety_permit_loto_steps USING btree (permit_id, step_no)"
safety_permit_loto_steps,safety_permit_loto_steps_pkey,CREATE UNIQUE INDEX safety_permit_loto_steps_pkey ON public.safety_permit_loto_steps USING btree (id)
safety_permit_type_config,safety_permit_type_config_permit_type_level_key,"CREATE UNIQUE INDEX safety_permit_type_config_permit_type_level_key ON public.safety_permit_type_config USING btree (permit_type, level)"
safety_permit_type_config,safety_permit_type_config_pkey,CREATE UNIQUE INDEX safety_permit_type_config_pkey ON public.safety_permit_type_config USING btree (id)
safety_permits,idx_safety_permits_bu,CREATE INDEX idx_safety_permits_bu ON public.safety_permits USING btree (business_unit_id)
safety_permits,idx_safety_permits_end_at,CREATE INDEX idx_safety_permits_end_at ON public.safety_permits USING btree (end_at) WHERE (status = 'active'::safety_permit_status)
safety_permits,idx_safety_permits_requester,CREATE INDEX idx_safety_permits_requester ON public.safety_permits USING btree (requested_by)
safety_permits,idx_safety_permits_status,CREATE INDEX idx_safety_permits_status ON public.safety_permits USING btree (status)
safety_permits,safety_permits_permit_number_key,CREATE UNIQUE INDEX safety_permits_permit_number_key ON public.safety_permits USING btree (permit_number)
safety_permits,safety_permits_pkey,CREATE UNIQUE INDEX safety_permits_pkey ON public.safety_permits USING btree (id)
safety_role_permissions,safety_role_permissions_pkey,"CREATE UNIQUE INDEX safety_role_permissions_pkey ON public.safety_role_permissions USING btree (role, permission_key)"
safety_settings,safety_settings_pkey,CREATE UNIQUE INDEX safety_settings_pkey ON public.safety_settings USING btree (key)
safety_severity_sla,safety_severity_sla_pkey,CREATE UNIQUE INDEX safety_severity_sla_pkey ON public.safety_severity_sla USING btree (severity)
safety_sla_escalations,safety_sla_escalations_incident_id_level_key,"CREATE UNIQUE INDEX safety_sla_escalations_incident_id_level_key ON public.safety_sla_escalations USING btree (incident_id, level)"
safety_sla_escalations,safety_sla_escalations_pkey,CREATE UNIQUE INDEX safety_sla_escalations_pkey ON public.safety_sla_escalations USING btree (id)
safety_user_permission_overrides,safety_user_permission_overrides_pkey,"CREATE UNIQUE INDEX safety_user_permission_overrides_pkey ON public.safety_user_permission_overrides USING btree (user_id, permission_key)"
safety_user_roles,safety_user_roles_pkey,CREATE UNIQUE INDEX safety_user_roles_pkey ON public.safety_user_roles USING btree (id)
safety_user_roles,safety_user_roles_role_idx,CREATE INDEX safety_user_roles_role_idx ON public.safety_user_roles USING btree (role)
safety_user_roles,safety_user_roles_uniq,"CREATE UNIQUE INDEX safety_user_roles_uniq ON public.safety_user_roles USING btree (user_id, role, COALESCE(business_unit_id, '00000000-0000-0000-0000-000000000000'::uuid), COALESCE(department_id, '00000000-0000-0000-0000-000000000000'::uuid))"
safety_user_roles,safety_user_roles_user_idx,CREATE INDEX safety_user_roles_user_idx ON public.safety_user_roles USING btree (user_id)
sensitive_fields,sensitive_fields_classification_idx,CREATE INDEX sensitive_fields_classification_idx ON public.sensitive_fields USING btree (classification_key)
sensitive_fields,sensitive_fields_module_idx,CREATE INDEX sensitive_fields_module_idx ON public.sensitive_fields USING btree (module_key)
sensitive_fields,sensitive_fields_pkey,CREATE UNIQUE INDEX sensitive_fields_pkey ON public.sensitive_fields USING btree (id)
sensitive_fields,sensitive_fields_unique_key,"CREATE UNIQUE INDEX sensitive_fields_unique_key ON public.sensitive_fields USING btree (module_key, table_name, column_name)"
skill_competencies,idx_skill_competencies_employee_id,CREATE INDEX idx_skill_competencies_employee_id ON public.skill_competencies USING btree (employee_id)
skill_competencies,skill_competencies_pkey,CREATE UNIQUE INDEX skill_competencies_pkey ON public.skill_competencies USING btree (id)
sub_branches,sub_branches_code_key,CREATE UNIQUE INDEX sub_branches_code_key ON public.sub_branches USING btree (code)
sub_branches,sub_branches_pkey,CREATE UNIQUE INDEX sub_branches_pkey ON public.sub_branches USING btree (id)
sub_period_submissions,idx_sub_period_auditor_value,"CREATE INDEX idx_sub_period_auditor_value ON public.sub_period_submissions USING btree (kpi_id, auditor_achieved_value) WHERE (auditor_achieved_value IS NOT NULL)"
sub_period_submissions,idx_sub_period_management_value,"CREATE INDEX idx_sub_period_management_value ON public.sub_period_submissions USING btree (kpi_id, management_achieved_value) WHERE (management_achieved_value IS NOT NULL)"
sub_period_submissions,idx_sub_period_manager_value,"CREATE INDEX idx_sub_period_manager_value ON public.sub_period_submissions USING btree (kpi_id, manager_achieved_value) WHERE (manager_achieved_value IS NOT NULL)"
sub_period_submissions,idx_sub_period_submissions_kpi_period,"CREATE INDEX idx_sub_period_submissions_kpi_period ON public.sub_period_submissions USING btree (kpi_id, review_month, review_year)"
sub_period_submissions,idx_sub_period_submissions_submitted_by,CREATE INDEX idx_sub_period_submissions_submitted_by ON public.sub_period_submissions USING btree (submitted_by)
sub_period_submissions,sub_period_submissions_kpi_id_sub_period_type_sub_period_va_key,"CREATE UNIQUE INDEX sub_period_submissions_kpi_id_sub_period_type_sub_period_va_key ON public.sub_period_submissions USING btree (kpi_id, sub_period_type, sub_period_value, review_month, review_year)"
sub_period_submissions,sub_period_submissions_pkey,CREATE UNIQUE INDEX sub_period_submissions_pkey ON public.sub_period_submissions USING btree (id)
system_audit_logs,idx_system_audit_logs_action,CREATE INDEX idx_system_audit_logs_action ON public.system_audit_logs USING btree (action)
system_audit_logs,idx_system_audit_logs_created_at,CREATE INDEX idx_system_audit_logs_created_at ON public.system_audit_logs USING btree (created_at DESC)
system_audit_logs,system_audit_logs_pkey,CREATE UNIQUE INDEX system_audit_logs_pkey ON public.system_audit_logs USING btree (id)
system_settings,system_settings_pkey,CREATE UNIQUE INDEX system_settings_pkey ON public.system_settings USING btree (id)
system_settings,system_settings_setting_key_key,CREATE UNIQUE INDEX system_settings_setting_key_key ON public.system_settings USING btree (setting_key)
template_bundle_items,idx_template_bundle_items_bundle_id,CREATE INDEX idx_template_bundle_items_bundle_id ON public.template_bundle_items USING btree (bundle_id)
template_bundle_items,template_bundle_items_bundle_id_template_id_key,"CREATE UNIQUE INDEX template_bundle_items_bundle_id_template_id_key ON public.template_bundle_items USING btree (bundle_id, template_id)"
template_bundle_items,template_bundle_items_pkey,CREATE UNIQUE INDEX template_bundle_items_pkey ON public.template_bundle_items USING btree (id)
template_bundles,idx_template_bundles_created_by,CREATE INDEX idx_template_bundles_created_by ON public.template_bundles USING btree (created_by)
template_bundles,idx_template_bundles_department_id,CREATE INDEX idx_template_bundles_department_id ON public.template_bundles USING btree (department_id)
template_bundles,template_bundles_pkey,CREATE UNIQUE INDEX template_bundles_pkey ON public.template_bundles USING btree (id)
template_change_logs,template_change_logs_pkey,CREATE UNIQUE INDEX template_change_logs_pkey ON public.template_change_logs USING btree (id)
training_needs,idx_training_needs_employee,CREATE INDEX idx_training_needs_employee ON public.training_needs USING btree (employee_id)
training_needs,idx_training_needs_period,"CREATE INDEX idx_training_needs_period ON public.training_needs USING btree (review_period, review_year)"
training_needs,idx_training_needs_priority,CREATE INDEX idx_training_needs_priority ON public.training_needs USING btree (priority)
training_needs,idx_training_needs_status,CREATE INDEX idx_training_needs_status ON public.training_needs USING btree (status)
training_needs,training_needs_pkey,CREATE UNIQUE INDEX training_needs_pkey ON public.training_needs USING btree (id)
user_roles,user_roles_pkey,CREATE UNIQUE INDEX user_roles_pkey ON public.user_roles USING btree (id)
user_roles,user_roles_user_id_role_key,"CREATE UNIQUE INDEX user_roles_user_id_role_key ON public.user_roles USING btree (user_id, role)"
vessel_monthly_entries,vessel_monthly_entries_pkey,CREATE UNIQUE INDEX vessel_monthly_entries_pkey ON public.vessel_monthly_entries USING btree (id)
vessel_monthly_entries,vessel_monthly_entries_program_id_employee_id_month_year_key,"CREATE UNIQUE INDEX vessel_monthly_entries_program_id_employee_id_month_year_key ON public.vessel_monthly_entries USING btree (program_id, employee_id, month, year)"
workflow_config,idx_workflow_config_created_by,CREATE INDEX idx_workflow_config_created_by ON public.workflow_config USING btree (created_by)
workflow_config,workflow_config_global_unique,"CREATE UNIQUE INDEX workflow_config_global_unique ON public.workflow_config USING btree (config_type, config_value) WHERE (review_period IS NULL)"
workflow_config,workflow_config_period_unique,"CREATE UNIQUE INDEX workflow_config_period_unique ON public.workflow_config USING btree (config_type, config_value, review_period, review_year) WHERE (review_period IS NOT NULL)"
workflow_config,workflow_config_pkey,CREATE UNIQUE INDEX workflow_config_pkey ON public.workflow_config USING btree (id)
workflow_config_migration_log,idx_wcm_log_run_id,CREATE INDEX idx_wcm_log_run_id ON public.workflow_config_migration_log USING btree (run_id)
workflow_config_migration_log,idx_wcm_log_source,CREATE INDEX idx_wcm_log_source ON public.workflow_config_migration_log USING btree (source_config_id)
workflow_config_migration_log,workflow_config_migration_log_pkey,CREATE UNIQUE INDEX workflow_config_migration_log_pkey ON public.workflow_config_migration_log USING btree (id)
workflow_final_score_rules,idx_wfsr_lookup,"CREATE INDEX idx_wfsr_lookup ON public.workflow_final_score_rules USING btree (workflow_template_id, scope_type, scope_value) WHERE (is_active = true)"
workflow_final_score_rules,uq_wfsr_scope,"CREATE UNIQUE INDEX uq_wfsr_scope ON public.workflow_final_score_rules USING btree (workflow_template_id, scope_type, COALESCE(scope_value, ''::text), COALESCE(review_period, ''::text), COALESCE(review_year, 0)) WHERE (is_active = true)"
workflow_final_score_rules,workflow_final_score_rules_pkey,CREATE UNIQUE INDEX workflow_final_score_rules_pkey ON public.workflow_final_score_rules USING btree (id)
workflow_settings,workflow_settings_pkey,CREATE UNIQUE INDEX workflow_settings_pkey ON public.workflow_settings USING btree (id)
workflow_settings,workflow_settings_setting_key_key,CREATE UNIQUE INDEX workflow_settings_setting_key_key ON public.workflow_settings USING btree (setting_key)
workflow_templates,workflow_templates_name_key,CREATE UNIQUE INDEX workflow_templates_name_key ON public.workflow_templates USING btree (name)
workflow_templates,workflow_templates_pkey,CREATE UNIQUE INDEX workflow_templates_pkey ON public.workflow_templates USING btree (id)
